BATCH,DATE,ACCOUNT,ACCOUNT DESCRIPTION,DR,CR
971,2036-09-10,103,Inventory,0,6133.231
971,2036-09-10,101,Cash,9435.74,0
971,Description:,Sales completed,,,,
971,2036-09-14,301,Owner's Equity,0,3302.5090000000782
972,2036-09-14,201,Accounts Payable,1830.94,0
972,2036-09-14,101,Cash,0,1830.94
972,Description:,Paid off a creditor,,,,
973,2036-09-21,201,Accounts Payable,762.61,0
973,2036-09-21,101,Cash,0,762.61
973,Description:,Debt payment,,,,
974,2036-09-27,103,Inventory,629.73,0
974,2036-09-27,201,Accounts Payable,0,629.73
974,Description:,Goods purchased,,,,
975,2036-09-30,201,Accounts Payable,1558.37,0
975,2036-09-30,101,Cash,0,1558.37
975,Description:,Debt payment,,,,
975,2036-10-06,301,Owner's Equity,2.3283064365386963e-10,0
976,2036-10-06,103,Inventory,2004.7,0
976,2036-10-06,201,Accounts Payable,0,2004.7
976,Description:,Restocking products,,,,
977,2036-10-08,201,Accounts Payable,1339.3,0
977,2036-10-08,101,Cash,0,1339.3
977,Description:,Paid off a creditor,,,,
978,2036-10-17,103,Inventory,1994.39,0
978,2036-10-17,201,Accounts Payable,0,1994.39
978,Description:,Restocking products,,,,
978,2036-10-24,301,Owner's Equity,2.3283064365386963e-10,0
979,2036-10-24,201,Accounts Payable,1493.41,0
979,2036-10-24,101,Cash,0,1493.41
979,Description:,Reduced payable amount,,,,
980,2036-10-29,101,Cash,0,7023.04
980,2036-10-29,202,Loan Payable,7023.04,0
980,Description:,Loan activity,,,,
981,2036-10-31,401,Sales Revenue,0,6899.47
981,2036-10-31,501,Cost of Goods Sold,4484.655500000001,0
981,2036-10-31,103,Inventory,0,4484.655500000001
981,2036-10-31,102,Accounts Receivable,6899.47,0
981,Description:,Sales completed,,,,
981,2036-11-07,301,Owner's Equity,0,2414.814500000095
982,2036-11-07,401,Sales Revenue,0,7351.05
982,2036-11-07,501,Cost of Goods Sold,4778.1825,0
982,2036-11-07,103,Inventory,0,4778.1825
982,2036-11-07,101,Cash,7351.05,0
982,Description:,Sales completed,,,,
982,2036-11-09,301,Owner's Equity,0,2572.867499999935
983,2036-11-09,103,Inventory,3048.88,0
983,2036-11-09,201,Accounts Payable,0,3048.88
983,Description:,Goods purchased,,,,
983,2036-11-10,301,Owner's Equity,0,2.3283064365386963e-10
984,2036-11-10,103,Inventory,15511.199999999999,0
984,2036-11-10,201,Accounts Payable,0,15511.199999999999
984,Description:,Goods purchased,ANOMALY,,,
985,2036-11-14,201,Accounts Payable,16708.2,0
985,2036-11-14,101,Cash,0,16708.2
985,Description:,Paid off a creditor,ANOMALY,,,
986,2036-11-22,201,Accounts Payable,658.05,0
986,2036-11-22,101,Cash,0,658.05
986,Description:,Reduced payable amount,,,,
987,2036-12-01,401,Sales Revenue,0,6370.57
987,2036-12-01,501,Cost of Goods Sold,4140.8705,0
987,2036-12-01,103,Inventory,0,4140.8705
987,2036-12-01,102,Accounts Receivable,6370.57,0
987,Description:,Items sold,,,,
987,2036-12-09,301,Owner's Equity,0,2229.6995000001043
988,2036-12-09,101,Cash,0,5263.61
988,2036-12-09,202,Loan Payable,5263.61,0
988,Description:,Loan account adjustments,,,,
988,2036-12-10,301,Owner's Equity,2.3283064365386963e-10,0
989,Description:,Sales completed,ANOMALY,,,
990,2036-12-15,103,Inventory,3924.67,0
990,2036-12-15,201,Accounts Payable,0,3924.67
990,Description:,Goods purchased,,,,
990,2036-12-25,301,Owner's Equity,2.3283064365386963e-10,0
991,2036-12-25,201,Accounts Payable,1496.76,0
991,2036-12-25,101,Cash,0,1496.76
991,Description:,Reduced payable amount,,,,
991,2037-01-01,301,Owner's Equity,0,2.3283064365386963e-10
992,2037-01-01,401,Sales Revenue,0,6543.37
992,2037-01-01,501,Cost of Goods Sold,4253.1905,0
992,2037-01-01,103,Inventory,0,4253.1905
992,2037-01-01,101,Cash,6543.37,0
992,Description:,Goods exchanged for money,,,,
992,2037-01-06,301,Owner's Equity,0,2290.1795000000857
993,2037-01-06,401,Sales Revenue,0,9962.96
993,2037-01-06,501,Cost of Goods Sold,6475.924,0
993,2037-01-06,103,Inventory,0,6475.924
993,2037-01-06,101,Cash,9962.96,0
993,Description:,Sales completed,,,,
993,2037-01-14,301,Owner's Equity,0,3487.03600000008
994,2037-01-14,101,Cash,0,8060.29
994,2037-01-14,202,Loan Payable,8060.29,0
994,Description:,Loan activity,,,,
995,2037-01-17,103,Inventory,2004.12,0
995,2037-01-17,201,Accounts Payable,0,2004.12
995,Description:,Goods purchased,,,,
996,2037-01-19,401,Sales Revenue,0,8183.9
996,2037-01-19,501,Cost of Goods Sold,5319.535,0
996,2037-01-19,103,Inventory,0,5319.535
996,2037-01-19,101,Cash,8183.9,0
996,Description:,Sales completed,,,,
996,2037-01-22,301,Owner's Equity,0,2864.3649999999907
997,2037-01-22,101,Cash,0,8903.32
997,2037-01-22,202,Loan Payable,8903.32,0
997,Description:,Loan activity,,,,
997,2037-01-30,301,Owner's Equity,2.3283064365386963e-10,0
998,2037-01-30,103,Inventory,1240.17,0
998,2037-01-30,201,Accounts Payable,0,1240.17
998,Description:,Restocking products,,,,
999,2037-02-09,401,Sales Revenue,0,9869.77
999,2037-02-09,501,Cost of Goods Sold,6415.3505000000005,0
999,2037-02-09,103,Inventory,0,6415.3505000000005
999,2037-02-09,102,Accounts Receivable,9869.77,0
999,Description:,Sales completed,,,,
999,2037-02-15,301,Owner's Equity,0,3454.4195000000764
1000,2037-02-15,201,Accounts Payable,1097.88,0
1000,2037-02-15,101,Cash,0,1097.88
1000,Description:,Reduced payable amount,,,,
